audit_id,standard_reference,item_type,implemented_function_or_data_file,test_file,validation_case,status,comments
SP16-TBL-23,9.4.7,table,data/table_23_combined_flange_slenderness_limits.json,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-TBL-23,implemented_as_data,Formula catalogue and notes stored in data/table_23_combined_flange_slenderness_limits.json; formula execution is in the v0.11 module.
SP16-TBL-24,Table 24,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-24,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-25,Table 25,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-25,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-26,Table 26,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-26,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-27,Table 27,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-27,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-28,Table 28,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-28,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-29,Table 29,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-29,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-30,Table 30,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-30,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-31,Table 31,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-31,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-32,Table 32,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-32,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-33,Table 33,table,data/tables_24_to_33_effective_lengths.json,tests/test_effective_lengths_and_limiting_slenderness.py,V12-TBL-33,implemented_as_data,Visual transcription with lookup tests.
SP16-TBL-34,11.2.1,table,data/table_34_cylindrical_shell_coefficient.json,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-TBL-34,implemented_as_data,Nine printed nodes transcribed; exact-node lookup only.
SP16-TBL-35,12.1.2,table,data/table_35_fatigue_resistance.json,tests/test_fatigue_design.py,V14-SP16-TBL-35,implemented_as_data,Fatigue table visually transcribed; no unstated interpolation.
SP16-TBL-36,12.1.2,table,data/table_36_fatigue_asymmetry_factor.json,tests/test_fatigue_design.py,V14-SP16-TBL-36,implemented_as_data,Fatigue table visually transcribed; no unstated interpolation.
SP16-TBL-37,37,table,data/table_37_lamellar_tearing_risk_factors.json,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-TBL-37,implemented_as_data,Exact audited table data; no unstated interpolation.
SP16-TBL-38,38,table,data/table_38_minimum_fillet_weld_legs.json,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-TBL-38,implemented_as_data,Exact audited table data; no unstated interpolation.
SP16-TBL-39,39,table,data/table_39_fillet_weld_coefficients.json,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-TBL-39,implemented_as_data,Exact audited table data; no unstated interpolation.
SP16-TBL-40,14.2.8,table,data/table_40_bolt_spacing.json,tests/test_bolted_and_friction_connections.py,V16-T40,implemented_as_data,Audited JSON transcription with explicit boundary rules.
SP16-TBL-41,14.2.9,table,data/table_41_bolted_connection_working_factors.json,tests/test_bolted_and_friction_connections.py,V16-T41,implemented_as_data,Audited JSON transcription with explicit boundary rules.
SP16-TBL-42,14.3.3,table,data/table_42_friction_connection_coefficients.json,tests/test_bolted_and_friction_connections.py,V16-T42,implemented_as_data,Audited JSON transcription with explicit boundary rules.
SP16-TBL-43,14.4.1 Table 43,table,data/table_43_built_up_beam_flange_connections.json,tests/test_built_up_beam_flange_connections.py,V17-SP16-TBL-43,implemented_as_data,Exact Table 43 formula catalogue and symbol definitions.
SP16-TBL-44,15.1,table,data/table_44_temperature_joint_distances.json,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-TBL-44,implemented_as_data,Visually verified against supplied PDF pages 97-98 or 108; no unstated interpolation or formula is introduced.
SP16-TBL-45,16.4,table,data/table_45_overhead_line_working_conditions.json,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-TBL-45,implemented_as_data,Complete visual transcription with explicit boundary notes.
SP16-TBL-46,16.15,table,data/table_46_support_deformation_limits.json,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-TBL-46,implemented_as_data,Complete visual transcription with explicit boundary notes.
SP16-TBL-47,17.6,table,data/table_47_antenna_structure_working_conditions.json,tests/test_antenna_structures.py,V20-SP16-TBL-47-*,implemented_as_data,All 13 printed rows transcribed and exact-lookup tested.
SP16-TBL-48,18.2.7,table,data/table_48_riveted_connection_resistances.json,tests/test_reconstruction_assessment.py,V21-SP16-TBL-48-*,implemented_as_data,All printed rows and notes transcribed and exact-lookup tested.
SP16-TBL-Б-1,Приложение Б,table,data/annex_b1_physical_properties.json,tests/test_stage_n1_material_strength.py,SP16-N1-SOURCE-MATRIX,implemented_as_data,Stage N1 source-backed material table; current locked СП16 source hash 302c2c45...; no interpolation/extrapolation.
SP16-TBL-Б-2,Приложение Б,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-В-1,Приложение В,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-В-2,Приложение В,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-В-3,Приложение В,table,data/annex_v3_strength_resistances.json,tests/test_stage_n1_material_strength.py,SP16-N1-SOURCE-MATRIX,implemented_as_data,Stage N1 source-backed material table; current locked СП16 source hash 302c2c45...; no interpolation/extrapolation.
SP16-TBL-В-4,Приложение В,table,data/annex_v4_parallel_flange_i_strength_resistances.json,tests/test_stage_n1_material_strength.py,SP16-N1-SOURCE-MATRIX,implemented_as_data,Stage N1 source-backed material table; current locked СП16 source hash 302c2c45...; no interpolation/extrapolation.
SP16-TBL-В-5,Приложение В,table,data/annex_v5_shaped_strength_resistances.json,tests/test_stage_n1_material_strength.py,SP16-N1-SOURCE-MATRIX,implemented_as_data,Stage N1 source-backed material table; current locked СП16 source hash 302c2c45...; no interpolation/extrapolation.
SP16-TBL-В-6,Приложение В,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-В-7,Приложение В,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-В-8,Приложение В,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-В-9,Приложение В,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-1,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-2,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-3,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-4,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-5,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-6,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-7,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Г-8,Приложение Г,table,standard_core/annex_data.py,tests/test_tables.py,,no_code_explanatory,"Excluded in the supplied edition (Исключена, Изм. N 2); retained to preserve table-number continuity."
SP16-TBL-Г-9,Приложение Г,table,data/annex_reconstruction_catalog_v0_22.json,,,external_reference_required,Explicit external normative lookup boundary in reconstructed r1; no incomplete/raw text is claimed as implemented numeric data.
SP16-TBL-Д-1,Приложение Д,table,data/annex_d_table_d1_stability_coefficients.json; standard_core.axial_members.annex_d1_stability_coefficient,tests/test_axial_members.py,AXIAL-D1-*,implemented_as_data,All printed values visually extracted from PDF pages 150-151 as integers scaled by 1000. Exact-node lookup only.
SP16-TBL-Д-2,Приложение Д,table,data/annex_d_tables_d2_to_d6.json,tests/test_beam_column_stability.py,BC-SP16-TBL-Д-2,implemented_as_data,Visually transcribed as audited JSON/formula metadata. Exact printed-node lookup is used where the standard states no interpolation rule; diagram classification remains explicit.
SP16-TBL-Д-3,Приложение Д,table,data/annex_d_tables_d2_to_d6.json,tests/test_beam_column_stability.py,BC-SP16-TBL-Д-3,implemented_as_data,Visually transcribed as audited JSON/formula metadata. Exact printed-node lookup is used where the standard states no interpolation rule; diagram classification remains explicit.
SP16-TBL-Д-4,Приложение Д,table,data/annex_d_tables_d2_to_d6.json,tests/test_beam_column_stability.py,BC-SP16-TBL-Д-4,implemented_as_data,Visually transcribed as audited JSON/formula metadata. Exact printed-node lookup is used where the standard states no interpolation rule; diagram classification remains explicit.
SP16-TBL-Д-5,Приложение Д,table,data/annex_d_tables_d2_to_d6.json,tests/test_beam_column_stability.py,BC-SP16-TBL-Д-5,implemented_as_data,Visually transcribed as audited JSON/formula metadata. Exact printed-node lookup is used where the standard states no interpolation rule; diagram classification remains explicit.
SP16-TBL-Д-6,Приложение Д,table,data/annex_d_tables_d2_to_d6.json,tests/test_beam_column_stability.py,BC-SP16-TBL-Д-6,implemented_as_data,Visually transcribed as audited JSON/formula metadata. Exact printed-node lookup is used where the standard states no interpolation rule; diagram classification remains explicit.
SP16-TBL-Е-1,8.2.3; Приложение Е,table,data/annex_e_table_e1_plastic_coefficients.json; standard_core/bending_members.py,tests/test_bending_members.py,BEND-TBL-E1,implemented_as_data,"All section types, printed coefficient nodes, interpolation rule, coefficient cap, and n footnote transcribed from PDF pages 161-163; section-diagram classification remains explicit."
SP16-TBL-Е-2,Приложение Е,table,data/annex_e_table_e2_base_plate_coefficients.json,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-TBL-Е-2,implemented_as_data,All printed nodes and terminal >2 columns were visually transcribed from page 163. No interpolation is applied because the standard gives no interpolation rule for Table E.2.
